Place ID,Facility,Facility Group,Type,Location,X Coordinate,Y Coordinate,Latitude,Longitude,Geometry
,Wild Orchid - Embodied Pole Dance & Sensual Arts Studio,Education,,217 W 6th St Suite 105,,,39.1674803,-86.5351782,POINT (-86.5351782 39.1674803)
,Tri-North Middle School,Education,Public School,1000 W 15th St,,,33.01878524999999,-96.71599495792606,POINT (-96.71599495792606 33.01878524999999)
,Inner Resources Training Institute,Education,,304 W Howe St Suite B,,,39.1624684,-86.5364987,POINT (-86.5364987 39.1624684)
,Neal-Marshall Black Culture Center Library,Education,Library,275 N Eagleson Ave,,,39.16837155,-86.51691209250174,POINT (-86.51691209250174 39.16837155)
,Ruth Lilly Auxiliary Library Facility,Education,Library,2850 E Discovery Pkwy,,,39.174901399999996,-86.49732749433639,POINT (-86.49732749433639 39.174901399999996)
,University Elementary School,Education,Public School,1111 N Russell Rd,,,39.1757974,-86.4825937,POINT (-86.4825937 39.1757974)
,Grandview Elementary School,Education,Public School,2300 S Endwright Rd,,,39.14603169383584,-86.59640384206081,POINT (-86.59640384206081 39.14603169383584)
,Seven Oaks Classical School,Education,Public School,"Ellettsville, IN",,,39.2339348,-86.6250008,POINT (-86.6250008 39.2339348)
,Adventist Christian Elementary,Education,Private School,2230 N Martha St,,,39.1867545,-86.53134741710555,POINT (-86.53134741710555 39.1867545)
,Ivy Tech Bloomington Library,Education,Library,200 Daniels Way,,,40.24539291029812,-74.27432916348606,POINT (-74.27432916348606 40.24539291029812)
,Mannered Mutts Training LLC,Education,,4001 E 3rd St Suite 1,,,14.453370041176868,120.98284321642807,POINT (120.98284321642807 14.453370041176868)
,Grace Baptist Church & Academy,Education,Private School,2320 N Smith Pike,,,39.189154,-86.583005,POINT (-86.583005 39.189154)
,IU Career Development Center,Education,,1320 E 10th St,,,39.17105145,-86.51685115237282,POINT (-86.51685115237282 39.17105145)
,Monroe County Public Library - Southwest Branch,Education,Library,890 W Gordon Pike,,,39.12219705,-86.54270084904341,POINT (-86.54270084904341 39.12219705)
,St. Benedict Classical Catholic School,Education,Private School,4609 IN-46,,,16.0340137,-16.505226200000003,POINT (-16.505226200000003 16.0340137)
,Stratosphere Pole Resilience,Education,,312 E Dixie St,,,39.156307600000005,-86.53065551011005,POINT (-86.53065551011005 39.156307600000005)
,IUB Sciences Library,Education,Library,800 E Kirkwood Ave,,,41.565399,-93.601757,POINT (-93.601757 41.565399)
,Bloomington Graduation School,Education,Public School,705 W Coolidge Dr,,,39.14121002998908,-86.5412674446561,POINT (-86.5412674446561 39.14121002998908)
,Monroe County Adult Education,Education,,705 W Coolidge Dr,,,39.14121002998908,-86.5412674446561,POINT (-86.5412674446561 39.14121002998908)
,Monroe Community Christian School,Education,Private School,4000 E Moores Creek Rd,,,39.120071389033996,-86.48411191823976,POINT (-86.48411191823976 39.120071389033996)
,Hoosier Lash Academy,Education,Public School,328 S Walnut St Ste 1,,,39.163879,-86.5337375,POINT (-86.5337375 39.163879)
,Train Bloomington Fitness Center,Education,,2674 E 2nd St,,,39.1608406,-86.4984163,POINT (-86.4984163 39.1608406)
,City of Bloomington Public Safety Training Center,Education,,3230 S Walnut St,,,37.63635214033444,-97.35117151675402,POINT (-97.35117151675402 37.63635214033444)
,The Project School,Education,Public School,349 S Walnut St,,,43.6052175,-116.1846463,POINT (-116.1846463 43.6052175)
,Summit Elementary School,Education,Public School,1450 W Countryside Ln,,,39.14128287170249,-86.55321763859857,POINT (-86.55321763859857 39.14128287170249)
,Monroe County Public Library - Downtown,Education,Library,303 E Kirkwood Ave,,,39.16693765,-86.530448225,POINT (-86.530448225 39.16693765)
,Stone Creek Ranch,Education,,7587 Rockport Rd,,,40.876821782462486,-83.96127194322607,POINT (-83.96127194322607 40.876821782462486)
,Hoosier Courts Nursery School,Education,Public School,1150 N Union Ct,,,39.1745653,-86.50884815782828,POINT (-86.50884815782828 39.1745653)
,Arlington Heights Elementary School,Education,Public School,700 W Parrish Rd,,,39.188121550814216,-86.53919936780892,POINT (-86.53919936780892 39.188121550814216)
,Bloomington Developmental Learning Center,Education,,1807 S Highland Ave,,,34.041892000000004,-118.3458244,POINT (-118.3458244 34.041892000000004)
,IU High School,Education,Public School,625 N Eagleson Ave,,,39.1723688,-86.51595989451599,POINT (-86.51595989451599 39.1723688)
,St Charles School,Education,Public School,2224 E 3rd St,,,40.595845,-73.96850300000001,POINT (-73.96850300000001 40.595845)
,great lakes park training institute,Education,,501 N Morton St,,,39.170582,-86.53621,POINT (-86.53621 39.170582)
,Childs Elementary School,Education,Public School,2211 S High St,,,39.1384189,-86.5061074,POINT (-86.5061074 39.1384189)
,IU School of Public Health,Education,Public School,1025 E 7th St,,,39.1692206,-86.52084144781067,POINT (-86.52084144781067 39.1692206)
,Clear Creek Christian School,Education,Private School,530 W Church Ln,,,39.10741021849584,-86.53971552051625,POINT (-86.53971552051625 39.10741021849584)
,Maurer School of Law Library,Education,Library,211 S Indiana Ave,,,39.1650891,-86.52632642485594,POINT (-86.52632642485594 39.1650891)
,Clear Creek Elementary School,Education,Public School,300 W Clear Creek Dr,,,35.635504390107165,-97.56410128827092,POINT (-97.56410128827092 35.635504390107165)
,Monroe County Public Library - Ellettsville Branch,Education,Library,"Ellettsville, IN",,,39.2339348,-86.6250008,POINT (-86.6250008 39.2339348)
,Kid Angles: The Early Education,Education,,1500 E Hillside Dr,,,39.15046,-86.51497,POINT (-86.51497 39.15046)
,Prep School,Education,Public School,525 W 17th St,,,39.1787397,-86.5393015,POINT (-86.5393015 39.1787397)
,Harmony School,Education,Public School,909 E 2nd St,,,39.1617495,-86.52145479882076,POINT (-86.52145479882076 39.1617495)
,Lisa's Bloomington English Academy,Education,Public School,3069 E Amy Ln,,,39.1693068,-86.4968721,POINT (-86.4968721 39.1693068)
,Workshops By Thiagi Inc,Education,,4423 E Trailridge Rd,,,35.60578181260297,-82.53826117598238,POINT (-82.53826117598238 35.60578181260297)
,Lighthouse Christian Academy,Education,Private School,1201 W That Rd,,,39.11452760107239,-86.54548770288206,POINT (-86.54548770288206 39.11452760107239)
,Longevity Bloomington,Education,,417 N Elm St,,,42.13961825,-72.73441239648658,POINT (-72.73441239648658 42.13961825)
,Herman B Wells Library,Education,Library,1320 E 10th St,,,39.17105145,-86.51685115237282,POINT (-86.51685115237282 39.17105145)
